person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter
26,54000,RENT,7.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.463,Y,2,0.0687,0.463,50-75k,26-35,Established(3-7y),New(<=2y),1,1,0,1
23,14000,OWN,2.0,DEBTCONSOLIDATION,D,4000,15.31,1,0.2857,N,3,0.0437,0.2857,<25k,18-25,Early(1-3y),Building(2-5y),0,0,1,0
24,200000,RENT,8.0,MEDICAL,B,12000,12.69,0,0.06,N,2,0.0076,0.06,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,1
24,200000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.06,N,2,0.0081,0.06,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,0
21,200000,MORTGAGE,5.0,EDUCATION,C,16000,14.65,0,0.08,N,4,0.0117,0.08,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,54000,RENT,3.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.463,N,4,0.0779,0.463,50-75k,18-25,Early(1-3y),Building(2-5y),0,1,0,1
23,60000,RENT,3.0,PERSONAL,C,25000,12.73,1,0.4167,N,3,0.053,0.4167,50-75k,18-25,Early(1-3y),Building(2-5y),0,1,0,1
23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.4167,N,4,0.0427,0.4167,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,1
21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.4167,N,4,0.0458,0.4167,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,1
25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4035,N,2,0.0514,0.4035,50-75k,18-25,Stable(7y+),New(<=2y),0,1,0,1
22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.4433,Y,3,0.0663,0.4433,50-75k,18-25,Early(1-3y),Building(2-5y),1,1,0,1
23,200000,MORTGAGE,7.0,EDUCATION,A,28000,7.49,0,0.14,N,2,0.0105,0.14,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,0
21,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.99,0,0.125,N,2,0.0175,0.125,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,0
24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4,0.009,0.12,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,0
26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.075,N,3,0.0111,0.075,100k+,26-35,Established(3-7y),Building(2-5y),0,0,0,0
25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0,0.0775,N,2,0.0093,0.0775,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,0
24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0,0.05,N,4,0.0042,0.05,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,1
24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.3788,N,2,0.0375,0.3788,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.3788,Y,3,0.0495,0.3788,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.045,N,4,0.0028,0.045,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,200000,RENT,5.0,EDUCATION,D,18000,16.32,0,0.09,N,3,0.0147,0.09,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2,0.0062,0.06,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,0
25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.1152,N,3,0.0165,0.1152,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.1,N,3,0.011,0.1,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,16.82,1,0.4167,Y,2,0.0701,0.4167,50-75k,18-25,Early(1-3y),New(<=2y),1,1,0,1
21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.2083,N,4,0.0229,0.2083,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.3732,Y,2,0.0568,0.3732,50-75k,26-35,Stable(7y+),New(<=2y),1,0,0,1
23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.3731,N,4,0.0295,0.3731,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,67000,RENT,2.0,VENTURE,B,25000,10.99,1,0.3731,N,3,0.041,0.3731,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.3676,Y,3,0.0518,0.3676,50-75k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.3623,N,2,0.0634,0.3623,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,1
25,200000,MORTGAGE,0.0,EDUCATION,B,12000,11.48,0,0.06,N,3,0.0069,0.06,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
26,188000,MORTGAGE,10.0,VENTURE,E,20000,17.74,1,0.1064,N,2,0.0189,0.1064,100k+,26-35,Stable(7y+),New(<=2y),0,0,0,0
26,200000,MORTGAGE,4.0,PERSONAL,C,3000,13.92,0,0.015,N,3,0.0021,0.015,100k+,26-35,Established(3-7y),Building(2-5y),0,0,0,0
25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.3572,N,3,0.0543,0.3572,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.2778,N,3,0.0305,0.2778,<25k,18-25,Early(1-3y),Building(2-5y),0,0,0,0
24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.3571,N,4,0.0424,0.3571,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.4167,N,3,0.0312,0.4167,<25k,18-25,Established(3-7y),Building(2-5y),0,1,0,0
24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.4456,N,4,0.0735,0.4456,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,1
25,66000,RENT,9.0,VENTURE,D,25000,15.33,1,0.3788,Y,2,0.0581,0.3788,50-75k,18-25,Stable(7y+),New(<=2y),1,0,0,1
26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,1,0.3788,N,4,0.0439,0.3788,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
25,14400,OWN,7.0,EDUCATION,A,5375,5.79,1,0.3733,N,2,0.0216,0.3733,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,72612,RENT,9.0,MEDICAL,C,25000,13.11,1,0.3443,N,2,0.0451,0.3443,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,1
23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.3378,N,3,0.035,0.3378,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.3333,N,2,0.0345,0.3333,50-75k,18-25,Stable(7y+),New(<=2y),0,0,0,1
24,192000,RENT,0.0,MEDICAL,C,22000,13.48,0,0.1146,Y,2,0.0154,0.1146,100k+,18-25,Unstable(<1y),New(<=2y),1,0,0,1
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.0524,N,4,0.0066,0.0524,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
26,190300,MORTGAGE,5.0,PERSONAL,A,15000,7.49,0,0.0788,N,3,0.0059,0.0788,100k+,26-35,Established(3-7y),Building(2-5y),0,0,0,0
22,190000,MORTGAGE,3.0,VENTURE,C,10000,13.48,0,0.0526,N,3,0.0071,0.0526,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,0
24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.3333,N,4,0.0342,0.3333,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.3521,Y,4,0.0562,0.3521,50-75k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.1053,N,4,0.0128,0.1053,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,0
23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.1263,N,3,0.0149,0.1263,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,13.48,1,0.3205,Y,2,0.0432,0.3205,75-100k,18-25,Established(3-7y),New(<=2y),1,0,0,1
23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.3205,N,3,0.034,0.3205,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.3185,N,3,0.0342,0.3185,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.0538,N,4,0.0055,0.0538,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
24,185000,MORTGAGE,4.0,EDUCATION,B,35000,12.42,0,0.1892,N,2,0.0235,0.1892,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,0
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.0811,N,2,0.0124,0.0811,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.4029,Y,2,0.0618,0.4029,50-75k,18-25,Stable(7y+),New(<=2y),1,1,0,1
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.3148,Y,2,0.0479,0.3148,75-100k,18-25,Established(3-7y),New(<=2y),1,0,0,1
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.434,N,2,0.0639,0.434,<25k,18-25,Established(3-7y),New(<=2y),0,1,0,0
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.3139,Y,2,0.0493,0.3139,75-100k,18-25,Stable(7y+),New(<=2y),1,0,0,1
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.3139,N,4,0.0419,0.3139,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,13.48,0,0.1042,N,4,0.014,0.1042,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.3125,N,2,0.0207,0.3125,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,1
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.3125,N,4,0.0425,0.3125,75-100k,26-35,Established(3-7y),Building(2-5y),0,0,0,1
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.1351,N,2,0.0154,0.1351,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.027,N,2,0.0021,0.027,100k+,26-35,Stable(7y+),New(<=2y),0,0,0,0
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.1189,Y,4,0.0172,0.1189,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,1
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.0136,N,2,0.0016,0.0136,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,0
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.1163,Y,4,0.0157,0.1163,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,0
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.1093,N,3,0.0126,0.1093,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,0
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,7.49,0,0.0055,N,2,0.0004,0.0055,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,0
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.082,N,3,0.0049,0.082,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.3378,N,4,0.0552,0.3378,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.31,1,0.3378,Y,4,0.0517,0.3378,50-75k,26-35,Stable(7y+),Building(2-5y),1,0,0,1
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.3086,N,3,0.0225,0.3086,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.3064,N,3,0.0348,0.3064,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3049,N,2,0.0312,0.3049,75-100k,18-25,Stable(7y+),New(<=2y),0,0,0,1
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3012,N,3,0.0335,0.3012,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3012,Y,3,0.0389,0.3012,75-100k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,0.0186,0.1,100k+,18-25,Stable(7y+),Building(2-5y),1,0,0,1
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.1556,N,3,0.0117,0.1556,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.2778,N,2,0.0464,0.2778,<25k,18-25,Early(1-3y),New(<=2y),0,0,1,0
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.1458,N,4,0.0162,0.1458,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.2959,N,4,0.0541,0.2959,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.2941,N,4,0.0312,0.2941,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.0778,N,2,0.0093,0.0778,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,0
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.0667,N,4,0.0064,0.0667,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,0
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.07,N,4,0.0128,0.07,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.48,1,0.4092,N,4,0.0552,0.4092,<25k,18-25,Unstable(<1y),Building(2-5y),0,1,0,0
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.2874,N,3,0.0426,0.2874,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.3333,Y,3,0.049,0.3333,50-75k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.3289,N,4,0.0527,0.3289,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.3776,Y,2,0.058,0.3776,50-75k,18-25,Unstable(<1y),New(<=2y),1,0,0,1
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.2778,N,4,0.0305,0.2778,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,1
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.4133,N,2,0.0327,0.4133,<25k,18-25,Unstable(<1y),New(<=2y),0,1,0,0
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.1389,N,4,0.0153,0.1389,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,0
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.1167,N,3,0.0134,0.1167,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.1111,Y,4,0.0158,0.1111,100k+,18-25,Stable(7y+),Building(2-5y),1,0,0,0
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.0556,N,4,0.0044,0.0556,100k+,26-35,Unstable(<1y),Building(2-5y),0,0,0,0
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.0553,N,2,0.0062,0.0553,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,0
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.2983,N,4,0.0328,0.2983,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.3205,Y,3,0.0523,0.3205,75-100k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.3771,Y,4,0.0676,0.3771,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.2778,N,3,0.0316,0.2778,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.3165,Y,4,0.0473,0.3165,75-100k,18-25,Stable(7y+),Building(2-5y),1,0,0,1
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.2723,Y,3,0.0366,0.2723,75-100k,18-25,Established(3-7y),Building(2-5y),1,0,0,1
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.2717,N,3,0.0345,0.2717,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,1
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.2717,Y,4,0.0346,0.2717,75-100k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.2671,N,4,0.0406,0.2671,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.1167,Y,3,0.0148,0.1167,<25k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3544,Y,4,0.0675,0.3544,50-75k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.2983,Y,3,0.0476,0.2983,75-100k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.0149,N,4,0.0013,0.0149,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,0
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.0457,N,2,0.0036,0.0457,100k+,18-25,Stable(7y+),New(<=2y),0,0,0,0
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1029,N,2,0.0113,0.1029,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,0
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.0144,0.12,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,0
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.2667,N,4,0.0373,0.2667,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.3067,N,2,0.0337,0.3067,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,0
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.2841,Y,2,0.0443,0.2841,75-100k,18-25,Established(3-7y),New(<=2y),1,0,0,1
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.3342,N,2,0.0367,0.3342,50-75k,18-25,Early(1-3y),New(<=2y),0,0,0,1
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.2841,N,4,0.0425,0.2841,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.1167,Y,4,0.0179,0.1167,<25k,18-25,Early(1-3y),Building(2-5y),1,0,1,0
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.2841,N,3,0.0445,0.2841,75-100k,26-35,Early(1-3y),Building(2-5y),0,0,0,1
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.0233,0.25,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.0323,0.24,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.2441,N,3,0.0253,0.2441,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,1
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.2717,Y,4,0.0456,0.2717,75-100k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.2688,Y,2,0.0392,0.2688,75-100k,18-25,Unstable(<1y),New(<=2y),1,0,0,1
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.0024,0.02,100k+,18-25,Established(3-7y),New(<=2y),1,0,0,1
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.0411,N,3,0.0034,0.0411,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,0
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.0515,N,3,0.0055,0.0515,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,1
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.0506,N,3,0.0072,0.0506,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,0
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.069,N,4,0.0086,0.069,100k+,26-35,Stable(7y+),Building(2-5y),0,0,0,1
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.1543,Y,3,0.0247,0.1543,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,0
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.0576,N,4,0.0068,0.0576,100k+,26-35,Stable(7y+),Building(2-5y),0,0,0,0
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.2117,Y,3,0.0244,0.2117,<25k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.2604,Y,4,0.0408,0.2604,75-100k,18-25,Early(1-3y),Building(2-5y),1,0,0,1
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.0992,N,2,0.0105,0.0992,<25k,18-25,Unstable(<1y),New(<=2y),0,0,0,0
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.2553,Y,2,0.0322,0.2553,75-100k,18-25,Stable(7y+),New(<=2y),1,0,0,1
26,110000,RENT,3.0,PERSONAL,C,25000,13.48,0,0.2273,Y,2,0.0306,0.2273,100k+,26-35,Early(1-3y),New(<=2y),1,0,0,1
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.1842,N,3,0.0156,0.1842,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.188,Y,4,0.0325,0.188,100k+,18-25,Unstable(<1y),Building(2-5y),1,0,0,1
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.105,N,4,0.0093,0.105,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.0588,N,4,0.0065,0.0588,100k+,18-25,Early(1-3y),Building(2-5y),0,0,0,0
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.1582,Y,2,0.0231,0.1582,100k+,18-25,Unstable(<1y),New(<=2y),1,0,0,1
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.0765,N,3,0.0095,0.0765,100k+,26-35,Unstable(<1y),Building(2-5y),0,0,0,1
24,83300,RENT,0.0,MEDICAL,D,25000,15.31,1,0.3001,N,2,0.0459,0.3001,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.2273,Y,2,0.0357,0.2273,100k+,18-25,Established(3-7y),New(<=2y),1,0,0,1
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.1628,N,3,0.0204,0.1628,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.0372,N,2,0.0061,0.0372,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.1176,N,2,0.0088,0.1176,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,0
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.2486,Y,2,0.0372,0.2486,100k+,18-25,Established(3-7y),New(<=2y),1,0,0,1
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.2212,Y,4,0.0282,0.2212,100k+,18-25,Established(3-7y),Building(2-5y),1,0,0,1
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.2083,N,4,0.0222,0.2083,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,1
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.2083,N,2,0.0224,0.2083,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.2083,N,2,0.0208,0.2083,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.2723,Y,2,0.0417,0.2723,75-100k,18-25,Established(3-7y),New(<=2y),1,0,0,1
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.0641,N,4,0.0047,0.0641,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,0
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.2315,N,3,0.0348,0.2315,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,1
